employer_id,name,site,support_team_size_min,support_evidence,evidence_url,evidence_type,source,source_hh_employer_url,has_support_email,has_contact_form,has_online_chat,has_messengers,has_support_section,has_kb_or_faq,mentions_24_7,inn,inn_source,rusprofile_url
10647164,ICL Soft,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128865433,jobs,hh_api,https://hh.ru/employer/10647164,0,0,0,0,0,0,0,,,
10854939,Моспрофи,https://hh.skillaz.ru,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",https://hh.ru/vacancy/128700189,jobs,hh_api,https://hh.ru/employer/10854939,0,0,0,0,0,0,1,7733432117,rusprofile,https://www.rusprofile.ru/id/1237700883738
10867304,Пастухов Владимир Юрьевич,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127941891,jobs,hh_api,https://hh.ru/employer/10867304,0,0,0,0,0,0,0,6658342251,rusprofile,https://www.rusprofile.ru/id/1175071
10938906,КонтакПро,https://hh.skillaz.ru,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",https://hh.ru/vacancy/128085164,jobs,hh_api,https://hh.ru/employer/10938906,0,0,0,0,0,0,1,3445113340,rusprofile,https://www.rusprofile.ru/id/4832321
11036,"Аквариус, Группа компаний",https://hh.skillaz.ru,15,Прямое указание размера команды поддержки: 15 человек.,https://hh.ru/vacancy/128680561,jobs,hh_api,https://hh.ru/employer/11036,0,0,0,0,0,0,0,7751334708,rusprofile,https://www.rusprofile.ru/id/1247700677223
11059812,АМС Тимс,https://hh.skillaz.ru,1000,Прямое указание размера команды поддержки: 1000 человек.,https://hh.ru/vacancy/128622679,jobs,hh_api,https://hh.ru/employer/11059812,0,0,0,0,0,0,0,7736207543,rusprofile,https://www.rusprofile.ru/id/189505
1113074,Клиентикс,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128756251,jobs,hh_api,https://hh.ru/employer/1113074,0,0,0,0,0,0,0,5902879646,rusprofile,https://www.rusprofile.ru/id/5710151
11169361,PS. TRY. BUY.,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128870469,jobs,hh_api,https://hh.ru/employer/11169361,0,0,0,0,0,0,0,,,
11198919,Heroes of Support,https://hh.skillaz.ru,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",https://hh.ru/vacancy/128142591,jobs,hh_api,https://hh.ru/employer/11198919,0,0,0,0,0,0,1,,,
11251356,Лев,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128005453,jobs,hh_api,https://hh.ru/employer/11251356,0,0,0,0,0,0,0,7733176181,rusprofile,https://www.rusprofile.ru/id/1074054
11404585,Спринг,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128002824,jobs,hh_api,https://hh.ru/employer/11404585,0,0,0,0,0,0,0,5214007965,rusprofile,https://www.rusprofile.ru/id/3116237
1143406,Курсктелеком,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128870637,jobs,hh_api,https://hh.ru/employer/1143406,0,0,0,0,0,0,0,4632007287,rusprofile,https://www.rusprofile.ru/id/3792977
1144203,Интеград,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128857243,jobs,hh_api,https://hh.ru/employer/1144203,0,0,0,0,0,0,0,7730526920,rusprofile,https://www.rusprofile.ru/id/318730
11447216,Мавропуло Екатерина Константиновна,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127997313,jobs,hh_api,https://hh.ru/employer/11447216,0,0,0,0,0,0,1,,,
11504682,ТЭМП,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128731710,jobs,hh_api,https://hh.ru/employer/11504682,0,0,0,0,0,0,0,7701412012,rusprofile,https://www.rusprofile.ru/id/9237311
1151579,Холдинг «Аэропорты Регионов»,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127619083,jobs,hh_api,https://hh.ru/employer/1151579,0,0,0,0,0,0,0,9705142240,rusprofile,https://www.rusprofile.ru/id/1207700087242
11538765,АСТ Капитал,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128856741,jobs,hh_api,https://hh.ru/employer/11538765,0,0,0,0,0,0,0,7717747110,rusprofile,https://www.rusprofile.ru/id/6695758
11587041,МКК ФИНАФОР,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/126831173,jobs,hh_api,https://hh.ru/employer/11587041,0,0,0,0,0,0,0,7736364031,rusprofile,https://www.rusprofile.ru/id/1247700612598
11661728,Невасофт,https://hh.skillaz.ru,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",https://hh.ru/vacancy/118989777,jobs,hh_api,https://hh.ru/employer/11661728,0,0,0,0,0,0,1,7814728810,rusprofile,https://www.rusprofile.ru/id/11433737
11742309,Титул,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128705502,jobs,hh_api,https://hh.ru/employer/11742309,0,0,0,0,0,0,0,6102005560,rusprofile,https://www.rusprofile.ru/id/1490074
11845488,Akvilon,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128048870,jobs,hh_api,https://hh.ru/employer/11845488,0,0,0,0,0,0,0,,,
1189320,"Бристоль, сеть магазинов",https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127625856,jobs,hh_api,https://hh.ru/employer/1189320,0,0,0,0,0,0,0,,,
11938957,Крикунова Анастасия Евгеньевна,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128323981,jobs,hh_api,https://hh.ru/employer/11938957,0,0,0,0,0,0,0,7731406802,rusprofile,https://www.rusprofile.ru/id/5548595
12031862,Лид-Быт,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128226477,jobs,hh_api,https://hh.ru/employer/12031862,0,0,0,0,0,0,1,7802670443,rusprofile,https://www.rusprofile.ru/id/11499058
1208766,SMS Aero,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/123919713,jobs,hh_api,https://hh.ru/employer/1208766,0,0,0,0,0,0,0,,,
1209826,Сеть салонов Мир оптики,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128866664,jobs,hh_api,https://hh.ru/employer/1209826,0,0,0,0,0,0,0,,,
12409194,Кей Софт,https://hh.skillaz.ru,10,"Признаки крупной поддержки: упоминание 24/7/круглосуточно, сменный график/ночные смены. По правилу B ставим минимум 10.",https://hh.ru/vacancy/128336161,jobs,hh_api,https://hh.ru/employer/12409194,0,0,0,0,0,0,1,7728569740,rusprofile,https://www.rusprofile.ru/id/1142075
1320790,АБК,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128868971,jobs,hh_api,https://hh.ru/employer/1320790,0,0,0,0,0,0,0,7709442869,rusprofile,https://www.rusprofile.ru/id/4569308
132654,НефтеТрансСервис,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127606429,jobs,hh_api,https://hh.ru/employer/132654,0,0,0,0,0,0,0,7731537410,rusprofile,https://www.rusprofile.ru/id/3764579
14072,Kalinka - Realty,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128041044,jobs,hh_api,https://hh.ru/employer/14072,0,0,0,0,0,0,0,,,
1420859,Retail Personal,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128865667,jobs,hh_api,https://hh.ru/employer/1420859,0,0,0,0,0,0,0,,,
142683,Семейный доктор,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128300715,jobs,hh_api,https://hh.ru/employer/142683,0,0,0,0,0,0,0,,,
1455,HeadHunter,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/126867711,jobs,hh_api,https://hh.ru/employer/1455,0,0,0,0,0,0,1,,,
1531943,Катапульта,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127871477,jobs,hh_api,https://hh.ru/employer/1531943,0,0,0,0,0,0,0,0275052998,rusprofile,https://www.rusprofile.ru/id/4150111
1532685,Элитный Сочи,https://hh.skillaz.ru,12,Прямое указание размера команды поддержки: 12 человек.,https://hh.ru/vacancy/127818686,jobs,hh_api,https://hh.ru/employer/1532685,0,0,0,0,0,0,0,2320219067,rusprofile,https://www.rusprofile.ru/id/7479963
1537848,Системные Интеграции,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128246935,jobs,hh_api,https://hh.ru/employer/1537848,0,0,0,0,0,0,1,6167121420,rusprofile,https://www.rusprofile.ru/id/6905699
157215,Федеральная сеть книжных магазинов Читай-город,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128377056,jobs,hh_api,https://hh.ru/employer/157215,0,0,0,0,0,0,0,,,
1578465,Суши-Маркет,https://hh.skillaz.ru,20,Прямое указание размера команды поддержки: 20 человек.,https://hh.ru/vacancy/128707700,jobs,hh_api,https://hh.ru/employer/1578465,0,0,0,0,0,0,0,5503248399,rusprofile,https://www.rusprofile.ru/id/7293488
1604297,Башнефть-Розница,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/124803338,jobs,hh_api,https://hh.ru/employer/1604297,0,0,0,0,0,0,0,1831090630,rusprofile,https://www.rusprofile.ru/id/10779501
1626832,Миран,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128623301,jobs,hh_api,https://hh.ru/employer/1626832,0,0,0,0,0,0,0,7801149990,rusprofile,https://www.rusprofile.ru/id/3565747
1651715,Quick Resto,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128141429,jobs,hh_api,https://hh.ru/employer/1651715,0,0,0,0,0,0,0,,,
167333,Системы документооборота,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/104535000,jobs,hh_api,https://hh.ru/employer/167333,0,0,0,0,0,0,0,1660130174,rusprofile,https://www.rusprofile.ru/id/2894327
1689259,ДЖЕЙКЕТ РАБОТА,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128795876,jobs,hh_api,https://hh.ru/employer/1689259,0,0,0,0,0,0,0,,,
1801112,ПроФреш,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128701819,jobs,hh_api,https://hh.ru/employer/1801112,0,0,0,0,0,0,0,7725382984,rusprofile,https://www.rusprofile.ru/id/11075822
1864933,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128716370,jobs,hh_api,https://hh.ru/employer/1864933,0,0,0,0,0,0,0,,,
188621,ОМЕГА,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128327908,jobs,hh_api,https://hh.ru/employer/188621,0,0,0,0,0,0,0,1420002669,rusprofile,https://www.rusprofile.ru/id/576145
1898167,Эддреа,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128375181,jobs,hh_api,https://hh.ru/employer/1898167,0,0,0,0,0,0,0,9705034326,rusprofile,https://www.rusprofile.ru/id/7620443
1947,КРЕДИТ ЕВРОПА БАНК,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128773078,jobs,hh_api,https://hh.ru/employer/1947,0,0,0,0,0,0,0,7705148464,rusprofile,https://www.rusprofile.ru/id/7788253
2081468,ANB Development Group,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/117396525,jobs,hh_api,https://hh.ru/employer/2081468,0,0,0,0,0,0,1,,,
2117386,Black&Yellow,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128871942,jobs,hh_api,https://hh.ru/employer/2117386,0,0,0,0,0,0,1,,,
2180,Ozon,https://hh.skillaz.ru,10,Прямое указание размера команды поддержки: 10 человек.,https://hh.ru/vacancy/127803771,jobs,hh_api,https://hh.ru/employer/2180,0,0,0,0,0,0,0,7724152603,rusprofile,https://www.rusprofile.ru/id/191380
2284205,Русский Букет,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127519744,jobs,hh_api,https://hh.ru/employer/2284205,0,0,0,0,0,0,0,5407159273,rusprofile,https://www.rusprofile.ru/id/252213
23821,Инетком,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128226868,jobs,hh_api,https://hh.ru/employer/23821,0,0,0,0,0,0,0,9721009951,rusprofile,https://www.rusprofile.ru/id/10583603
2406,ДжамильКо,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128384510,jobs,hh_api,https://hh.ru/employer/2406,0,0,0,0,0,0,0,7726030449,rusprofile,https://www.rusprofile.ru/id/3461414
2417819,Микрокредитная Компания Байбол,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127069745,jobs,hh_api,https://hh.ru/employer/2417819,0,0,0,0,0,0,0,7726588547,rusprofile,https://www.rusprofile.ru/id/1013000
2487548,Автоматизация Бизнеса,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128542720,jobs,hh_api,https://hh.ru/employer/2487548,0,0,0,0,0,0,0,7453135898,rusprofile,https://www.rusprofile.ru/id/2787169
2497484,Glassford Global,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128171421,jobs,hh_api,https://hh.ru/employer/2497484,0,0,0,0,0,0,0,,,
2624,Velikan,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128858313,jobs,hh_api,https://hh.ru/employer/2624,0,0,0,0,0,0,0,5040180863,rusprofile,https://www.rusprofile.ru/id/1225000094274
2665531,НПФ ВТБ Пенсионный Фонд,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127768845,jobs,hh_api,https://hh.ru/employer/2665531,0,0,0,0,0,0,1,5610083568,rusprofile,https://www.rusprofile.ru/id/614482
2682,ФИНАМ,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128531951,jobs,hh_api,https://hh.ru/employer/2682,0,0,0,0,0,0,0,7731038186,rusprofile,https://www.rusprofile.ru/id/2911940
2733062,Лига Цифровой Экономики,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/121118507,jobs,hh_api,https://hh.ru/employer/2733062,0,0,0,0,0,0,0,7736207543,rusprofile,https://www.rusprofile.ru/id/189505
2748,Ростелеком,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128867372,jobs,hh_api,https://hh.ru/employer/2748,0,0,0,0,0,0,0,7707049388,rusprofile,https://www.rusprofile.ru/id/1179083
2769379,Доксинбокс,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128718195,jobs,hh_api,https://hh.ru/employer/2769379,0,0,0,0,0,0,0,7802193688,rusprofile,https://www.rusprofile.ru/id/7810985
2830944,РУНЕТ БИЗНЕС СИСТЕМЫ,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/124121547,jobs,hh_api,https://hh.ru/employer/2830944,0,0,0,0,0,0,0,9709079494,rusprofile,https://www.rusprofile.ru/id/1227700192280
2848751,NEXT Contact,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127087209,jobs,hh_api,https://hh.ru/employer/2848751,0,0,0,0,0,0,0,,,
2875628,ПРАГМА ДЕВЕЛОПМЕНТ,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127999853,jobs,hh_api,https://hh.ru/employer/2875628,0,0,0,0,0,0,0,7724665997,rusprofile,https://www.rusprofile.ru/id/118424
2971863,Сибирский медведь,https://hh.skillaz.ru,800,Прямое указание размера команды поддержки: 800 человек.,https://hh.ru/vacancy/128868539,jobs,hh_api,https://hh.ru/employer/2971863,0,0,0,0,0,0,0,5407169803,rusprofile,https://www.rusprofile.ru/id/3354356
2992514,Москва Карго,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128828531,jobs,hh_api,https://hh.ru/employer/2992514,0,0,0,0,0,0,0,5047109796,rusprofile,https://www.rusprofile.ru/id/3738549
3120715,Reffection,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127955794,jobs,hh_api,https://hh.ru/employer/3120715,0,0,0,0,0,0,0,,,
3137030,Интелион Дата,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127996720,jobs,hh_api,https://hh.ru/employer/3137030,0,0,0,0,0,0,0,9725175237,rusprofile,https://www.rusprofile.ru/id/1247700814020
3170077,Скай Инжиниринг,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128589534,jobs,hh_api,https://hh.ru/employer/3170077,0,0,0,0,0,0,1,5046074205,rusprofile,https://www.rusprofile.ru/id/5651588
3177,Первый Бит,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128579802,jobs,hh_api,https://hh.ru/employer/3177,0,0,0,0,0,0,0,7728361580,rusprofile,https://www.rusprofile.ru/id/10880042
3197321,Кузница Кадров,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128700744,jobs,hh_api,https://hh.ru/employer/3197321,0,0,0,0,0,0,1,9703024650,rusprofile,https://www.rusprofile.ru/id/1217700001826
3257770,Vagimagia,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128007045,jobs,hh_api,https://hh.ru/employer/3257770,0,0,0,0,0,0,0,,,
3278233,Novobort,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127356504,jobs,hh_api,https://hh.ru/employer/3278233,0,0,0,0,0,0,0,,,
32969,Интервейл,https://hh.skillaz.ru,10,Признаки крупной поддержки: упоминание 24/7/круглосуточно. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128566186,jobs,hh_api,https://hh.ru/employer/32969,0,0,0,0,0,0,1,7719263354,rusprofile,https://www.rusprofile.ru/id/944606
3491569,Криптонит,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/126795206,jobs,hh_api,https://hh.ru/employer/3491569,0,0,0,0,0,0,0,7731400575,rusprofile,https://www.rusprofile.ru/id/11387578
3509758,Evercode Lab,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127731618,jobs,hh_api,https://hh.ru/employer/3509758,0,0,0,0,0,0,0,,,
3583164,ГК Хлебник,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128494730,jobs,hh_api,https://hh.ru/employer/3583164,0,0,0,0,0,0,0,5044069175,rusprofile,https://www.rusprofile.ru/id/3607708
3596422,Game Forest,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128639336,jobs,hh_api,https://hh.ru/employer/3596422,0,0,0,0,0,0,0,,,
373146,SkyNet,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/80940770,jobs,hh_api,https://hh.ru/employer/373146,0,0,0,0,0,0,0,,,
3772370,СДЭК-Трекинг,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128705891,jobs,hh_api,https://hh.ru/employer/3772370,0,0,0,0,0,0,0,6671023127,rusprofile,https://www.rusprofile.ru/id/10163490
3774764,Синтегро Бизнес,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/128002964,jobs,hh_api,https://hh.ru/employer/3774764,0,0,0,0,0,0,0,7704314221,rusprofile,https://www.rusprofile.ru/id/7626129
3776,МТС,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127761431,jobs,hh_api,https://hh.ru/employer/3776,0,0,0,0,0,0,0,7725502515,rusprofile,https://www.rusprofile.ru/id/4762319
3789323,Обермейстер,https://hh.skillaz.ru,10,Признаки крупной поддержки: сменный график/ночные смены. По правилу B ставим минимум 10.,https://hh.ru/vacancy/127913595,jobs,hh_api,https://hh.ru/employer/3789323,0,0,0,0,0,0,0,6163088860,rusprofile,https://www.rusprofile.ru/id/2667330
